,0
0,0.0
1,0.2000200020002
2,0.4000400040004
3,0.6000600060006
4,0.8000800080008
5,1.000100010001
6,1.2001200120012
7,1.4001400140014
8,1.6001600160016
9,1.8001800180018002
10,2.000200020002
11,2.2002200220022
12,2.4002400240024
13,2.6002600260026
14,2.8002800280028
15,3.0003000300030003
16,3.2003200320032
17,3.4003400340034
18,3.6003600360036003
19,3.8003800380038
20,4.000400040004
21,4.2004200420042
22,4.4004400440044
23,4.6004600460046
24,4.8004800480048
25,5.000500050005
26,5.2005200520052
27,5.4005400540054005
28,5.6005600560056
29,5.8005800580058
30,6.0006000600060005
31,6.2006200620062
32,6.4006400640064
33,6.600660066006601
34,6.8006800680068
35,7.000700070007
36,7.200720072007201
37,7.4007400740074
38,7.6007600760076
39,7.800780078007801
40,8.000800080008
41,8.2008200820082
42,8.4008400840084
43,8.6008600860086
44,8.8008800880088
45,9.000900090009
46,9.2009200920092
47,9.4009400940094
48,9.6009600960096
49,9.8009800980098
50,10.00100010001
51,10.201020102010201
52,10.4010401040104
53,10.6010601060106
54,10.801080108010801
55,11.001100110011
56,11.2011201120112
57,11.401140114011401
58,11.6011601160116
59,11.8011801180118
60,12.001200120012001
61,12.2012201220122
62,12.4012401240124
63,12.601260126012601
64,12.8012801280128
65,13.001300130013
66,13.201320132013201
67,13.4013401340134
68,13.6013601360136
69,13.801380138013801
70,14.001400140014
71,14.2014201420142
72,14.401440144014401
73,14.6014601460146
74,14.8014801480148
75,15.001500150015001
76,15.2015201520152
77,15.4015401540154
78,15.601560156015601
79,15.8015801580158
80,16.001600160016
81,16.2016201620162
82,16.4016401640164
83,16.6016601660166
84,16.8016801680168
85,17.001700170017
86,17.2017201720172
87,17.4017401740174
88,17.6017601760176
89,17.8017801780178
90,18.001800180018
91,18.2018201820182
92,18.4018401840184
93,18.6018601860186
94,18.8018801880188
95,19.001900190019
96,19.2019201920192
97,19.4019401940194
98,19.6019601960196
99,19.801980198019802
100,20.00200020002
101,20.2020202020202
102,20.402040204020402
103,20.6020602060206
104,20.8020802080208
105,21.002100210021002
106,21.2021202120212
107,21.4021402140214
108,21.602160216021602
109,21.8021802180218
110,22.002200220022
111,22.202220222022202
112,22.4022402240224
113,22.6022602260226
114,22.802280228022802
115,23.002300230023
116,23.2023202320232
117,23.402340234023402
118,23.6023602360236
119,23.8023802380238
120,24.002400240024002
121,24.2024202420242
122,24.4024402440244
123,24.602460246024602
124,24.8024802480248
125,25.002500250025
126,25.202520252025202
127,25.4025402540254
128,25.6025602560256
129,25.802580258025802
130,26.002600260026
131,26.2026202620262
132,26.402640264026402
133,26.6026602660266
134,26.8026802680268
135,27.002700270027002
136,27.2027202720272
137,27.4027402740274
138,27.602760276027603
139,27.8027802780278
140,28.002800280028
141,28.202820282028203
142,28.4028402840284
143,28.6028602860286
144,28.802880288028803
145,29.002900290029
146,29.2029202920292
147,29.402940294029403
148,29.6029602960296
149,29.8029802980298
150,30.003000300030003
151,30.2030203020302
152,30.4030403040304
153,30.603060306030603
154,30.8030803080308
155,31.003100310031
156,31.203120312031203
157,31.4031403140314
158,31.6031603160316
159,31.803180318031803
160,32.003200320032
161,32.2032203220322
162,32.4032403240324
163,32.603260326032604
164,32.8032803280328
165,33.003300330033
166,33.2033203320332
167,33.4033403340334
168,33.6033603360336
169,33.803380338033804
170,34.003400340034
171,34.2034203420342
172,34.4034403440344
173,34.6034603460346
174,34.8034803480348
175,35.003500350035004
176,35.2035203520352
177,35.4035403540354
178,35.6035603560356
179,35.8035803580358
180,36.003600360036
181,36.203620362036204
182,36.4036403640364
183,36.6036603660366
184,36.8036803680368
185,37.003700370037
186,37.2037203720372
187,37.403740374037405
188,37.6037603760376
189,37.8037803780378
190,38.003800380038
191,38.2038203820382
192,38.4038403840384
193,38.603860386038605
194,38.8038803880388
195,39.003900390039
196,39.2039203920392
197,39.4039403940394
198,39.603960396039604
199,39.803980398039805
200,40.00400040004
201,40.2040204020402
202,40.4040404040404
203,40.6040604060406
204,40.804080408040804
205,41.004100410041005
206,41.2041204120412
207,41.4041404140414
208,41.6041604160416
209,41.8041804180418
210,42.004200420042004
211,42.204220422042205
212,42.4042404240424
213,42.6042604260426
214,42.8042804280428
215,43.004300430043
216,43.204320432043204
217,43.404340434043405
218,43.6043604360436
219,43.8043804380438
220,44.004400440044
221,44.2044204420442
222,44.404440444044404
223,44.604460446044605
224,44.8044804480448
225,45.004500450045
226,45.2045204520452
227,45.4045404540454
228,45.604560456045604
229,45.804580458045805
230,46.004600460046
231,46.2046204620462
232,46.4046404640464
233,46.6046604660466
234,46.804680468046804
235,47.004700470047005
236,47.2047204720472
237,47.4047404740474
238,47.6047604760476
239,47.8047804780478
240,48.004800480048004
241,48.204820482048206
242,48.4048404840484
243,48.6048604860486
244,48.8048804880488
245,49.004900490049
246,49.204920492049204
247,49.404940494049406
248,49.6049604960496
249,49.8049804980498
250,50.00500050005
251,50.2050205020502
252,50.405040504050405
253,50.605060506050606
254,50.8050805080508
255,51.005100510051
256,51.2051205120512
257,51.4051405140514
258,51.605160516051605
259,51.8051805180518
260,52.005200520052
261,52.2052205220522
262,52.4052405240524
263,52.605260526052604
264,52.805280528052805
265,53.005300530053
266,53.2053205320532
267,53.4053405340534
268,53.6053605360536
269,53.805380538053804
270,54.005400540054005
271,54.2054205420542
272,54.4054405440544
273,54.6054605460546
274,54.8054805480548
275,55.005500550055004
276,55.205520552055205
277,55.4055405540554
278,55.6055605560556
279,55.8055805580558
280,56.005600560056
281,56.205620562056204
282,56.405640564056405
283,56.6056605660566
284,56.8056805680568
285,57.005700570057
286,57.2057205720572
287,57.405740574057404
288,57.605760576057605
289,57.8057805780578
290,58.005800580058
291,58.2058205820582
292,58.4058405840584
293,58.605860586058604
294,58.805880588058805
295,59.005900590059
296,59.2059205920592
297,59.4059405940594
298,59.6059605960596
299,59.805980598059804
300,60.006000600060005
301,60.2060206020602
302,60.4060406040604
303,60.6060606060606
304,60.8060806080608
305,61.006100610061004
306,61.206120612061206
307,61.4061406140614
308,61.6061606160616
309,61.8061806180618
310,62.006200620062
311,62.206220622062204
312,62.406240624062406
313,62.6062606260626
314,62.8062806280628
315,63.006300630063
316,63.2063206320632
317,63.406340634063405
318,63.606360636063606
319,63.8063806380638
320,64.006400640064
321,64.2064206420642
322,64.4064406440644
323,64.6064606460646
324,64.8064806480648
325,65.00650065006501
326,65.20652065206521
327,65.40654065406541
328,65.6065606560656
329,65.8065806580658
330,66.006600660066
331,66.2066206620662
332,66.4066406640664
333,66.6066606660666
334,66.8066806680668
335,67.006700670067
336,67.2067206720672
337,67.40674067406741
338,67.60676067606761
339,67.80678067806781
340,68.006800680068
341,68.2068206820682
342,68.4068406840684
343,68.6068606860686
344,68.8068806880688
345,69.006900690069
346,69.2069206920692
347,69.4069406940694
348,69.6069606960696
349,69.80698069806981
350,70.00700070007001
351,70.20702070207021
352,70.4070407040704
353,70.6070607060706
354,70.8070807080708
355,71.007100710071
356,71.2071207120712
357,71.4071407140714
358,71.6071607160716
359,71.8071807180718
360,72.007200720072
361,72.20722072207221
362,72.40724072407241
363,72.60726072607261
364,72.8072807280728
365,73.007300730073
366,73.2073207320732
367,73.4073407340734
368,73.6073607360736
369,73.8073807380738
370,74.007400740074
371,74.2074207420742
372,74.4074407440744
373,74.60746074607461
374,74.80748074807481
375,75.00750075007501
376,75.2075207520752
377,75.4075407540754
378,75.6075607560756
379,75.8075807580758
380,76.007600760076
381,76.2076207620762
382,76.4076407640764
383,76.6076607660766
384,76.8076807680768
385,77.00770077007701
386,77.20772077207721
387,77.4077407740774
388,77.6077607760776
389,77.8077807780778
390,78.007800780078
391,78.2078207820782
392,78.4078407840784
393,78.6078607860786
394,78.8078807880788
395,79.007900790079
396,79.20792079207921
397,79.40794079407941
398,79.60796079607961
399,79.8079807980798
400,80.00800080008
401,80.2080208020802
402,80.4080408040804
403,80.6080608060806
404,80.8080808080808
405,81.008100810081
406,81.2081208120812
407,81.4081408140814
408,81.60816081608161
409,81.80818081808181
410,82.00820082008201
411,82.2082208220822
412,82.4082408240824
